00AR               20211111                                                                                   
0601ARA1N       20220101000370100000005000 0100000030000459   
0601ARA1N       20220101000375100000005000 0100000030000468   
0601ARA1N       20220101000380100000005000 0100000030000479   
0601ARA1N       20220101000385100000005000 0100000030000491   
0601ARA1N       20220101000390100000005000 0100000030000503   
0601ARA1N       20220101000395100000005000 0100000030000514   
0601ARA1N       20220101000400100000005000 0100000030000526   
0601ARA1N       20220101000405100000005000 0100000030000537   
0601ARA1N       20220101000410100000005000 0100000030000547   
0601ARA1N       20220101000415100000005000 0100000030000558   
0601ARA1N       20220101000420100000005000 0100000030000568   
0601ARA1N       20220101000425100000005000 0100000030000581   
0601ARA1N       20220101000430100000005000 0100000030000591   
0601ARA1N       20220101000435100000005000 0100000030000601   
0601ARA1N       20220101000440100000005000 0100000030000610   
0601ARA1N       20220101000445100000005000 0100000030000619   
0601ARA1N       20220101000450100000005000 0100000030000628   
0601ARA1N       20220101000455100000005000 0100000030000637   
0601ARA1N       20220101000460100000005000 0100000030000646   
0601ARA1N       20220101000465100000005000 0100000030000654   
0601ARA1N       20220101000470100000005000 0100000030000662   
0601ARA1N       20220101000475100000005000 0100000030000671   
0601ARA1N       20220101000480100000005000 0100000030000679   
0601ARA1N       20220101000485100000005000 0100000030000686   
0601ARA1N       20220101000490100000005000 0100000030000694   
0601ARA1N       20220101000495100000005000 0100000030000702   
0601ARA1N       20220101000500100000005000 0100000030000709   
0601ARA1N       20220101000505100000005000 0100000030000716   
0601ARA1N       20220101000510100000005000 0100000030000723   
0601ARA1N       20220101000515100000005000 0100000030000730   
0601ARA1N       20220101000520100000005000 0100000030000737   
0601ARA1N       20220101000525100000005000 0100000030000745   
0601ARA1N       20220101000530100000005000 0100000030000753   
0601ARA1N       20220101000535100000005000 0100000030000760   
0601ARA1N       20220101000540100000005000 0100000030000769   
0601ARA1N       20220101000545100000005000 0100000030000778   
0601ARA1N       20220101000550100000005000 0100000030000786   
0601ARA1N       20220101000555100000005000 0100000030000794   
0601ARA1N       20220101000560100000005000 0100000030000805   
0601ARA1N       20220101000565100000005000 0100000030000813   
0601ARA1N       20220101000570100000005000 0100000030000821   
0601ARA1N       20220101000575100000005000 0100000030000828   
0601ARA1N       20220101000580100000005000 0100000030000836   
0601ARA1N       20220101000585100000005000 0100000030000846   
0601ARA1N       20220101000590100000005000 0100000030000853   
0601ARA1N       20220101000595100000005000 0100000030000860   
0601ARA1N       20220101000600100000005000 0100000030000868   
0601ARA1N       20220101000605100000005000 0100000030000875   
0601ARA1N       20220101000610100000005000 0100000030000884   
0601ARA1N       20220101000615100000005000 0100000030000891   
0601ARA1N       20220101000620100000005000 0100000030000897   
0601ARA1N       20220101000625100000005000 0100000030000904   
0601ARA1N       20220101000630100000005000 0100000030000912   
0601ARA1N       20220101000635100000005000 0100000030000919   
0601ARA1N       20220101000640100000005000 0100000030000926   
0601ARA1N       20220101000645100000005000 0100000030000933   
0601ARA1N       20220101000650100000005000 0100000030000940   
0601ARA1N       20220101000655100000005000 0100000030000949   
0601ARA1N       20220101000660100000005000 0100000030000955   
0601ARA1N       20220101000665100000005000 0100000030000962   
0601ARA1N       20220101000670100000005000 0100000030000968   
0601ARA1N       20220101000675100000005000 0100000030000975   
0601ARA1N       20220101000680100000005000 0100000030000984   
0601ARA1N       20220101000685100000005000 0100000030000990   
0601ARA1N       20220101000690100000005000 0100000030000996   
0601ARA1N       20220101000695100000005000 0100000030001003   
0601ARA1N       20220101000700100000005000 0100000030001009   
0601ARA1N       20220101000705100000005000 0100000030001017   
0601ARA1N       20220101000710100000005000 0100000030001023   
0601ARA1N       20220101000715100000005000 0100000030001029   
0601ARA1N       20220101000720100000005000 0100000030001035   
0601ARA1N       20220101000725100000005000 0100000030001040   
0601ARA1N       20220101000730100000005000 0100000030001048   
0601ARA1N       20220101000735100000005000 0100000030001054   
0601ARA1N       20220101000740100000005000 0100000030001059   
0601ARA1N       20220101000745100000005000 0100000030001064   
0601ARA1N       20220101000750100000005000 0100000030001072   
0601ARA1N       20220101000755100000005000 0100000030001077   
0601ARA1N       20220101000760100000005000 0100000030001082   
0601ARA1N       20220101000765100000005000 0100000030001087   
0601ARA1N       20220101000770100000005000 0100000030001092   
0601ARA1N       20220101000775100000005000 0100000030001099   
0601ARA1N       20220101000780100000005000 0100000030001104   
0601ARA1N       20220101000785100000005000 0100000030001109   
0601ARA1N       20220101000790100000005000 0100000030001113   
0601ARA1N       20220101000795100000005000 0100000030001118   
0601ARA1N       20220101000800100000005000 0100000030001125   
0601ARA1N       20220101000805100000005000 0100000030001129   
0601ARA1N       20220101000810100000005000 0100000030001134   
0601ARA1N       20220101000815100000005000 0100000030001138   
0601ARA1N       20220101000820100000005000 0100000030001143   
0601ARA1N       20220101000825100000005000 0100000030001150   
0601ARA1N       20220101000830100000005000 0100000030001154   
0601ARA1N       20220101000835100000005000 0100000030001159   
0601ARA1N       20220101000840100000005000 0100000030001163   
0601ARA1N       20220101000845100000005000 0100000030001171   
0601ARA1N       20220101000850100000005000 0100000030001176   
0601ARA1N       20220101000855100000005000 0100000030001182   
0601ARA1N       20220101000860100000005000 0100000030001188   
0601ARA1N       20220101000865100000005000 0100000030001193   
0601ARA1N       20220101000870100000005000 0100000030001201   
0601ARA1N       20220101000875100000005000 0100000030001206   
0601ARA1N       20220101000880100000005000 0100000030001212   
0601ARA1N       20220101000885100000005000 0100000030001217   
0601ARA1N       20220101000890100000005000 0100000030001223   
0601ARA1N       20220101000895100000005000 0100000030001230   
0601ARA1N       20220101000900100000005000 0100000030001235   
0601ARA1N       20220101000905100000005000 0100000030001240   
0601ARA1N       20220101000910100000005000 0100000030001246   
0601ARA1N       20220101000915100000005000 0100000030001251   
0601ARA1N       20220101000920100000005000 0100000030001258   
0601ARA1N       20220101000925100000005000 0100000030001264   
0601ARA1N       20220101000930100000005000 0100000030001268   
0601ARA1N       20220101000935100000005000 0100000030001273   
0601ARA1N       20220101000940100000005000 0100000030001278   
0601ARA1N       20220101000945100000005000 0100000030001284   
0601ARA1N       20220101000950100000005000 0100000030001289   
0601ARA1N       20220101000955100000005000 0100000030001293   
0601ARA1N       20220101000960100000005000 0100000030001298   
0601ARA1N       20220101000965100000005000 0100000030001305   
0601ARA1N       20220101000970100000005000 0100000030001309   
0601ARA1N       20220101000975100000005000 0100000030001314   
0601ARA1N       20220101000980100000005000 0100000030001319   
0601ARA1N       20220101000985100000005000 0100000030001323   
0601ARA1N       20220101000990100000005000 0100000030001329   
0601ARA1N       20220101000995100000005000 0100000030001334   
0601ARA1N       20220101001000100000005000 0100000030001338   
0601ARA1N       20220101001005100000005000 0100000030001342   
0601ARA1N       20220101001010100000005000 0100000030001347   
0601ARA1N       20220101001015100000005000 0100000030001353   
0601ARA1N       20220101001020100000005000 0100000030001357   
0601ARA1N       20220101001025100000005000 0100000030001361   
0601ARA1N       20220101001030100000005000 0100000030001365   
0601ARA1N       20220101001035100000005000 0100000030001370   
0601ARA1N       20220101001040100000005000 0100000030001375   
0601ARA1N       20220101001045100000005000 0100000030001379   
0601ARA1N       20220101001050100000005000 0100000030001383   
0601ARA1N       20220101001055100000005000 0100000030001387   
0601ARA1N       20220101001060100000005000 0100000030001393   
0601ARA1N       20220101001065100000005000 0100000030001397   
0601ARA1N       20220101001070100000005000 0100000030001400   
0601ARA1N       20220101001075100000005000 0100000030001404   
0601ARA1N       20220101001080100000005000 0100000030001408   
0601ARA1N       20220101001085100000005000 0100000030001413   
0601ARA1N       20220101001090100000005000 0100000030001417   
0601ARA1N       20220101001095100000005000 0100000030001420   
0601ARA1N       20220101001100100000005000 0100000030001424   
0601ARA1N       20220101001105100000005000 0100000030001428   
0601ARA1N       20220101001110100000005000 0100000030001433   
0601ARA1N       20220101001115100000005000 0100000030001437   
0601ARA1N       20220101001120100000005000 0100000030001440   
0601ARA1N       20220101001125100000005000 0100000030001444   
0601ARA1N       20220101001130100000005000 0100000030001447   
0601ARA1N       20220101001135100000005000 0100000030001452   
0601ARA1N       20220101001140100000005000 0100000030001456   
0601ARA1N       20220101001145100000005000 0100000030001459   
0601ARA1N       20220101001150100000005000 0100000030001462   
0601ARA1N       20220101001155100000005000 0100000030001466   
0601ARA1N       20220101001160100000005000 0100000030001472   
0601ARA1N       20220101001165100000005000 0100000030001476   
0601ARA1N       20220101001170100000005000 0100000030001480   
0601ARA1N       20220101001175100000005000 0100000030001484   
0601ARA1N       20220101001180100000005000 0100000030001489   
0601ARA1N       20220101001185100000005000 0100000030001494   
0601ARA1N       20220101001190100000005000 0100000030001498   
0601ARA1N       20220101001195100000005000 0100000030001501   
0601ARA1N       20220101001200100000005000 0100000030001505   
