00GE               20211117                                                                                   
0601GEC5N       20220101003085005000010000 0500000000002376   
0601GEC5N       20220101003095005000010000 0500000000002379   
0601GEC5N       20220101003105005000010000 0500000000002383   
0601GEC5N       20220101003115005000010000 0500000000002387   
0601GEC5N       20220101003125005000010000 0500000000002391   
0601GEC5N       20220101003135005000010000 0500000000002395   
0601GEC5N       20220101003145005000010000 0500000000002398   
0601GEC5N       20220101003155005000010000 0500000000002402   
0601GEC5N       20220101003165005000010000 0500000000002406   
0601GEC5N       20220101003175005000010000 0500000000002409   
0601GEC5N       20220101003185005000010000 0500000000002413   
0601GEC5N       20220101003195005000010000 0500000000002417   
0601GEC5N       20220101003205005000010000 0500000000002420   
0601GEC5N       20220101003215005000010000 0500000000002424   
0601GEC5N       20220101003225005000010000 0500000000002428   
0601GEC5N       20220101003235005000010000 0500000000002431   
0601GEC5N       20220101003245005000010000 0500000000002435   
0601GEC5N       20220101003255005000010000 0500000000002438   
0601GEC5N       20220101003265005000010000 0500000000002441   
0601GEC5N       20220101003275005000010000 0500000000002445   
0601GEC5N       20220101003285005000010000 0500000000002448   
0601GEC5N       20220101003295005000010000 0500000000002452   
0601GEC5N       20220101003305005000010000 0500000000002455   
0601GEC5N       20220101003315005000010000 0500000000002459   
0601GEC5N       20220101003325005000010000 0500000000002462   
0601GEC5N       20220101003335005000010000 0500000000002465   
0601GEC5N       20220101003345005000010000 0500000000002469   
0601GEC5N       20220101003355005000010000 0500000000002472   
0601GEC5N       20220101003365005000010000 0500000000002476   
0601GEC5N       20220101003375005000010000 0500000000002479   
0601GEC5N       20220101003385005000010000 0500000000002483   
0601GEC5N       20220101003395005000010000 0500000000002486   
0601GEC5N       20220101003405005000010000 0500000000002490   
0601GEC5N       20220101003415005000010000 0500000000002493   
0601GEC5N       20220101003425005000010000 0500000000002496   
0601GEC5N       20220101003435005000010000 0500000000002500   
0601GEC5N       20220101003445005000010000 0500000000002503   
0601GEC5N       20220101003455005000010000 0500000000002506   
0601GEC5N       20220101003465005000010000 0500000000002510   
0601GEC5N       20220101003475005000010000 0500000000002513   
0601GEC5N       20220101003485005000010000 0500000000002516   
0601GEC5N       20220101003495005000010000 0500000000002520   
0601GEC5N       20220101003505005000010000 0500000000002523   
0601GEC5N       20220101003515005000010000 0500000000002526   
0601GEC5N       20220101003525005000010000 0500000000002529   
0601GEC5N       20220101003535005000010000 0500000000002532   
0601GEC5N       20220101003545005000010000 0500000000002536   
0601GEC5N       20220101003555005000010000 0500000000002539   
0601GEC5N       20220101003565005000010000 0500000000002542   
0601GEC5N       20220101003575005000010000 0500000000002545   
0601GEC5N       20220101003585005000010000 0500000000002548   
0601GEC5N       20220101003595005000010000 0500000000002551   
0601GEC5N       20220101003605005000010000 0500000000002554   
0601GEC5N       20220101003615005000010000 0500000000002557   
0601GEC5N       20220101003625005000010000 0500000000002560   
0601GEC5N       20220101003635005000010000 0500000000002563   
0601GEC5N       20220101003645005000010000 0500000000002566   
0601GEC5N       20220101003655005000010000 0500000000002569   
0601GEC5N       20220101003665005000010000 0500000000002572   
0601GEC5N       20220101003675005000010000 0500000000002575   
0601GEC5N       20220101003685005000010000 0500000000002578   
0601GEC5N       20220101003695005000010000 0500000000002581   
0601GEC5N       20220101003705005000010000 0500000000002584   
0601GEC5N       20220101003715005000010000 0500000000002587   
0601GEC5N       20220101003725005000010000 0500000000002590   
0601GEC5N       20220101003735005000010000 0500000000002593   
0601GEC5N       20220101003745005000010000 0500000000002596   
0601GEC5N       20220101003755005000010000 0500000000002599   
0601GEC5N       20220101003765005000010000 0500000000002602   
0601GEC5N       20220101003775005000010000 0500000000002605   
0601GEC5N       20220101003785005000010000 0500000000002608   
0601GEC5N       20220101003795005000010000 0500000000002611   
0601GEC5N       20220101003805005000010000 0500000000002614   
0601GEC5N       20220101003815005000010000 0500000000002617   
0601GEC5N       20220101003825005000010000 0500000000002620   
0601GEC5N       20220101003835005000010000 0500000000002623   
0601GEC5N       20220101003845005000010000 0500000000002625   
0601GEC5N       20220101003855005000010000 0500000000002628   
0601GEC5N       20220101003865005000010000 0500000000002631   
0601GEC5N       20220101003875005000010000 0500000000002634   
0601GEC5N       20220101003885005000010000 0500000000002637   
0601GEC5N       20220101003895005000010000 0500000000002640   
0601GEC5N       20220101003905005000010000 0500000000002643   
0601GEC5N       20220101003915005000010000 0500000000002645   
0601GEC5N       20220101003925005000010000 0500000000002648   
0601GEC5N       20220101003935005000010000 0500000000002651   
0601GEC5N       20220101003945005000010000 0500000000002654   
0601GEC5N       20220101003955005000010000 0500000000002656   
0601GEC5N       20220101003965005000010000 0500000000002659   
0601GEC5N       20220101003975005000010000 0500000000002662   
0601GEC5N       20220101003985005000010000 0500000000002665   
0601GEC5N       20220101003995005000010000 0500000000002667   
0601GEC5N       20220101004005005000010000 0500000000002670   
0601GEC5N       20220101004015005000010000 0500000000002673   
0601GEC5N       20220101004025005000010000 0500000000002675   
0601GEC5N       20220101004035005000010000 0500000000002678   
0601GEC5N       20220101004045005000010000 0500000000002681   
0601GEC5N       20220101004055005000010000 0500000000002683   
0601GEC5N       20220101004065005000010000 0500000000002686   
0601GEC5N       20220101004075005000010000 0500000000002688   
0601GEC5N       20220101004085005000010000 0500000000002691   
0601GEC5N       20220101004095005000010000 0500000000002693   
0601GEC5N       20220101004105005000010000 0500000000002696   
0601GEC5N       20220101004115005000010000 0500000000002699   
0601GEC5N       20220101004125005000010000 0500000000002701   
0601GEC5N       20220101004135005000010000 0500000000002704   
0601GEC5N       20220101004145005000010000 0500000000002706   
0601GEC5N       20220101004155005000010000 0500000000002709   
0601GEC5N       20220101004165005000010000 0500000000002711   
0601GEC5N       20220101004175005000010000 0500000000002714   
0601GEC5N       20220101004185005000010000 0500000000002716   
0601GEC5N       20220101004195005000010000 0500000000002719   
0601GEC5N       20220101004205005000010000 0500000000002721   
0601GEC5N       20220101004215005000010000 0500000000002723   
0601GEC5N       20220101004225005000010000 0500000000002726   
0601GEC5N       20220101004235005000010000 0500000000002728   
0601GEC5N       20220101004245005000010000 0500000000002731   
0601GEC5N       20220101004255005000010000 0500000000002733   
0601GEC5N       20220101004265005000010000 0500000000002735   
0601GEC5N       20220101004275005000010000 0500000000002738   
0601GEC5N       20220101004285005000010000 0500000000002740   
0601GEC5N       20220101004295005000010000 0500000000002743   
0601GEC5N       20220101004305005000010000 0500000000002745   
0601GEC5N       20220101004315005000010000 0500000000002747   
0601GEC5N       20220101004325005000010000 0500000000002749   
0601GEC5N       20220101004335005000010000 0500000000002752   
0601GEC5N       20220101004345005000010000 0500000000002754   
0601GEC5N       20220101004355005000010000 0500000000002756   
0601GEC5N       20220101004365005000010000 0500000000002759   
0601GEC5N       20220101004375005000010000 0500000000002761   
0601GEC5N       20220101004385005000010000 0500000000002763   
0601GEC5N       20220101004395005000010000 0500000000002765   
0601GEC5N       20220101004405005000010000 0500000000002768   
0601GEC5N       20220101004415005000010000 0500000000002770   
0601GEC5N       20220101004425005000010000 0500000000002772   
0601GEC5N       20220101004435005000010000 0500000000002774   
0601GEC5N       20220101004445005000010000 0500000000002776   
0601GEC5N       20220101004455005000010000 0500000000002779   
0601GEC5N       20220101004465005000010000 0500000000002781   
0601GEC5N       20220101004475005000010000 0500000000002783   
0601GEC5N       20220101004485005000010000 0500000000002785   
0601GEC5N       20220101004495005000010000 0500000000002787   
0601GEC5N       20220101004505005000010000 0500000000002789   
0601GEC5N       20220101004515005000010000 0500000000002792   
0601GEC5N       20220101004525005000010000 0500000000002794   
0601GEC5N       20220101004535005000010000 0500000000002796   
0601GEC5N       20220101004545005000010000 0500000000002798   
0601GEC5N       20220101004555005000010000 0500000000002800   
0601GEC5N       20220101004565005000010000 0500000000002802   
0601GEC5N       20220101004575005000010000 0500000000002804   
0601GEC5N       20220101004585005000010000 0500000000002806   
0601GEC5N       20220101004595005000010000 0500000000002808   
0601GEC5N       20220101004605005000010000 0500000000002810   
0601GEC5N       20220101004615005000010000 0500000000002812   
0601GEC5N       20220101004625005000010000 0500000000002814   
0601GEC5N       20220101004635005000010000 0500000000002816   
0601GEC5N       20220101004645005000010000 0500000000002818   
0601GEC5N       20220101004655005000010000 0500000000002820   
0601GEC5N       20220101004665005000010000 0500000000002822   
0601GEC5N       20220101004675005000010000 0500000000002824   
0601GEC5N       20220101004685005000010000 0500000000002826   
0601GEC5N       20220101004695005000010000 0500000000002828   
0601GEC5N       20220101004705005000010000 0500000000002830   
0601GEC5N       20220101004715005000010000 0500000000002832   
0601GEC5N       20220101004725005000010000 0500000000002834   
0601GEC5N       20220101004735005000010000 0500000000002836   
0601GEC5N       20220101004745005000010000 0500000000002838   
