00OW               20211111                                                                                   
0601OWA1N       20220101001065100000005000 0100000030001144   
0601OWA1N       20220101001070100000005000 0100000030001147   
0601OWA1N       20220101001075100000005000 0100000030001150   
0601OWA1N       20220101001080100000005000 0100000030001153   
0601OWA1N       20220101001085100000005000 0100000030001156   
0601OWA1N       20220101001090100000005000 0100000030001158   
0601OWA1N       20220101001095100000005000 0100000030001162   
0601OWA1N       20220101001100100000005000 0100000030001165   
0601OWA1N       20220101001105100000005000 0100000030001167   
0601OWA1N       20220101001110100000005000 0100000030001169   
0601OWA1N       20220101001115100000005000 0100000030001174   
0601OWA1N       20220101001120100000005000 0100000030001176   
0601OWA1N       20220101001125100000005000 0100000030001179   
0601OWA1N       20220101001130100000005000 0100000030001181   
0601OWA1N       20220101001135100000005000 0100000030001183   
0601OWA1N       20220101001140100000005000 0100000030001188   
0601OWA1N       20220101001145100000005000 0100000030001190   
0601OWA1N       20220101001150100000005000 0100000030001192   
0601OWA1N       20220101001155100000005000 0100000030001196   
0601OWA1N       20220101001160100000005000 0100000030001200   
0601OWA1N       20220101001165100000005000 0100000030001203   
0601OWA1N       20220101001170100000005000 0100000030001206   
0601OWA1N       20220101001175100000005000 0100000030001209   
0601OWA1N       20220101001180100000005000 0100000030001213   
0601OWA1N       20220101001185100000005000 0100000030001217   
0601OWA1N       20220101001190100000005000 0100000030001220   
0601OWA1N       20220101001195100000005000 0100000030001223   
0601OWA1N       20220101001200100000005000 0100000030001226   
0601OWA1N       20220101001205100000005000 0100000030001230   
0601OWA1N       20220101001210100000005000 0100000030001233   
0601OWA1N       20220101001215100000005000 0100000030001236   
0601OWA1N       20220101001220100000005000 0100000030001238   
0601OWA1N       20220101001225100000005000 0100000030001242   
0601OWA1N       20220101001230100000005000 0100000030001245   
0601OWA1N       20220101001235100000005000 0100000030001248   
0601OWA1N       20220101001240100000005000 0100000030001252   
0601OWA1N       20220101001245100000005000 0100000030001255   
0601OWA1N       20220101001250100000005000 0100000030001258   
0601OWA1N       20220101001255100000005000 0100000030001260   
0601OWA1N       20220101001260100000005000 0100000030001265   
0601OWA1N       20220101001265100000005000 0100000030001267   
0601OWA1N       20220101001270100000005000 0100000030001270   
0601OWA1N       20220101001275100000005000 0100000030001274   
0601OWA1N       20220101001280100000005000 0100000030001276   
0601OWA1N       20220101001285100000005000 0100000030001279   
0601OWA1N       20220101001290100000005000 0100000030001283   
0601OWA1N       20220101001295100000005000 0100000030001286   
0601OWA1N       20220101001300100000005000 0100000030001288   
0601OWA1N       20220101001305100000005000 0100000030001290   
0601OWA1N       20220101001310100000005000 0100000030001294   
0601OWA1N       20220101001315100000005000 0100000030001296   
0601OWA1N       20220101001320100000005000 0100000030001299   
0601OWA1N       20220101001325100000005000 0100000030001302   
0601OWA1N       20220101001330100000005000 0100000030001305   
0601OWA1N       20220101001335100000005000 0100000030001307   
0601OWA1N       20220101001340100000005000 0100000030001311   
0601OWA1N       20220101001345100000005000 0100000030001313   
0601OWA1N       20220101001350100000005000 0100000030001315   
0601OWA1N       20220101001355100000005000 0100000030001319   
0601OWA1N       20220101001360100000005000 0100000030001321   
0601OWA1N       20220101001365100000005000 0100000030001324   
0601OWA1N       20220101001370100000005000 0100000030001327   
0601OWA1N       20220101001375100000005000 0100000030001329   
0601OWA1N       20220101001380100000005000 0100000030001331   
0601OWA1N       20220101001385100000005000 0100000030001335   
0601OWA1N       20220101001390100000005000 0100000030001336   
0601OWA1N       20220101001395100000005000 0100000030001339   
0601OWA1N       20220101001400100000005000 0100000030001343   
0601OWA1N       20220101001405100000005000 0100000030001344   
0601OWA1N       20220101001410100000005000 0100000030001347   
0601OWA1N       20220101001415100000005000 0100000030001350   
0601OWA1N       20220101001420100000005000 0100000030001352   
0601OWA1N       20220101001425100000005000 0100000030001353   
0601OWA1N       20220101001430100000005000 0100000030001357   
0601OWA1N       20220101001435100000005000 0100000030001359   
0601OWA1N       20220101001440100000005000 0100000030001361   
0601OWA1N       20220101001445100000005000 0100000030001364   
0601OWA1N       20220101001450100000005000 0100000030001367   
0601OWA1N       20220101001455100000005000 0100000030001369   
0601OWA1N       20220101001460100000005000 0100000030001372   
0601OWA1N       20220101001465100000005000 0100000030001376   
0601OWA1N       20220101001470100000005000 0100000030001379   
0601OWA1N       20220101001475100000005000 0100000030001381   
0601OWA1N       20220101001480100000005000 0100000030001385   
0601OWA1N       20220101001485100000005000 0100000030001387   
0601OWA1N       20220101001490100000005000 0100000030001390   
0601OWA1N       20220101001495100000005000 0100000030001394   
0601OWA1N       20220101001500100000500000 0100000030001514   
0601OWA1N       20220101002000100000500000 0100000030001712   
0601OWA1N       20220101002500100000500000 0100000030001843   
0601OWA1N       20220101003000100000500000 0100000030001933   
0601OWA1N       20220101003500100000500000 0100000030001999   
0601OWA1N       20220101004000100000500000 0100000030002050   
0601OWA1N       20220101004500100000500000 0100000030002091   
0601OWA1N       20220101005000100000500000 0100000030002123   
0601OWA1N       20220101005500100000500000 0100000030002150   
0601OWA1N       20220101006000100000500000 0100000030002172   
0601OWA1N       20220101006500100000500000 0100000030002192   
0601OWA1N       20220101007000100000500000 0100000030002209   
0601OWA1N       20220101007500100000500000 0100000030002214   
0601OWA1N       20220101008000100000500000 0100000030002218   
0601OWA1N       20220101008500100000500000 0100000030002221   
0601OWA1N       20220101009000100000500000 0100000030002225   
0601OWA1N       20220101009500100000500000 0100000030002228   
0601OWA1N       20220101010000100000500000 0100000030002230   
0601OWA1N       20220101010500100000500000 0100000030002233   
0601OWA1N       20220101011000100000500000 0100000030002235   
0601OWA1N       20220101011500100000500000 0100000030002237   
0601OWA1N       20220101012000100000500000 0100000030002239   
0601OWA1N       20220101012500100000500000 0100000030002240   
0601OWA1N       20220101013000100000500000 0100000030002242   
0601OWA1N       20220101013500100000500000 0100000030002243   
0601OWA1N       20220101014000100000500000 0100000030002244   
0601OWA1N       20220101014500100000500000 0100000030002246   
0601OWA1N       20220101015000100000500000 0100000030002247   
0601OWA1N       20220101015500100000500000 0100000030002248   
0601OWA1N       20220101016000100000500000 0100000030002249   
0601OWA1N       20220101016500100000500000 0100000030002250   
0601OWA1N       20220101017000100000500000 0100000030002251   
0601OWA1N       20220101017500100000500000 0100000030002252   
0601OWA1N       20220101018000100000500000 0100000030002253   
0601OWA1N       20220101018500100000500000 0100000030002253   
0601OWA1N       20220101019000100000500000 0100000030002254   
0601OWA1N       20220101019500100000500000 0100000030002255   
0601OWA2N       20220101000000100000040000 0200000030000000   
0601OWA2N       20220101000040100000005000 0200000030000071   
0601OWA2N       20220101000045100000005000 0200000030000063   
0601OWA2N       20220101000050100000005000 0200000030000057   
0601OWA2N       20220101000055100000005000 0200000030000052   
0601OWA2N       20220101000060100000005000 0200000030000048   
0601OWA2N       20220101000065100000005000 0200000030000044   
0601OWA2N       20220101000070100000005000 0200000030000041   
0601OWA2N       20220101000075100000005000 0200000030000039   
0601OWA2N       20220101000080100000005000 0200000030000036   
0601OWA2N       20220101000085100000005000 0200000030000034   
0601OWA2N       20220101000090100000005000 0200000030000032   
0601OWA2N       20220101000095100000005000 0200000030000031   
0601OWA2N       20220101000100100000005000 0200000030000029   
0601OWA2N       20220101000105100000005000 0200000030000028   
0601OWA2N       20220101000110100000005000 0200000030000027   
0601OWA2N       20220101000115100000005000 0200000030000026   
0601OWA2N       20220101000120100000005000 0200000030000024   
0601OWA2N       20220101000125100000005000 0200000030000024   
0601OWA2N       20220101000130100000005000 0200000030000023   
0601OWA2N       20220101000135100000005000 0200000030000022   
0601OWA2N       20220101000140100000005000 0200000030000021   
0601OWA2N       20220101000145100000005000 0200000030000020   
0601OWA2N       20220101000150100000005000 0200000030000020   
0601OWA2N       20220101000155100000005000 0200000030000019   
0601OWA2N       20220101000160100000005000 0200000030000018   
0601OWA2N       20220101000165100000005000 0200000030000018   
0601OWA2N       20220101000170100000005000 0200000030000017   
0601OWA2N       20220101000175100000005000 0200000030000017   
0601OWA2N       20220101000180100000005000 0200000030000016   
0601OWA2N       20220101000185100000005000 0200000030000016   
0601OWA2N       20220101000190100000005000 0200000030000016   
0601OWA2N       20220101000195100000005000 0200000030000015   
0601OWA2N       20220101000200100000005000 0200000030000015   
0601OWA2N       20220101000205100000005000 0200000030000014   
0601OWA2N       20220101000210100000005000 0200000030000014   
0601OWA2N       20220101000215100000005000 0200000030000014   
0601OWA2N       20220101000220100000005000 0200000030000013   
0601OWA2N       20220101000225100000005000 0200000030000013   
0601OWA2N       20220101000230100000005000 0200000030000013   
0601OWA2N       20220101000235100000005000 0200000030000013   
0601OWA2N       20220101000240100000005000 0200000030000012   
