00LU               20211201                                                                                   
0601LUA0N       20220101002765100000005000 0000000130002272   
0601LUA0N       20220101002770100000005000 0000000130002273   
0601LUA0N       20220101002775100000005000 0000000130002274   
0601LUA0N       20220101002780100000005000 0000000130002275   
0601LUA0N       20220101002785100000005000 0000000130002277   
0601LUA0N       20220101002790100000005000 0000000130002278   
0601LUA0N       20220101002795100000005000 0000000130002278   
0601LUA0N       20220101002800100000005000 0000000130002280   
0601LUA0N       20220101002805100000005000 0000000130002281   
0601LUA0N       20220101002810100000005000 0000000130002282   
0601LUA0N       20220101002815100000005000 0000000130002284   
0601LUA0N       20220101002820100000005000 0000000130002285   
0601LUA0N       20220101002825100000005000 0000000130002286   
0601LUA0N       20220101002830100000005000 0000000130002288   
0601LUA0N       20220101002835100000005000 0000000130002289   
0601LUA0N       20220101002840100000005000 0000000130002290   
0601LUA0N       20220101002845100000005000 0000000130002292   
0601LUA0N       20220101002850100000005000 0000000130002293   
0601LUA0N       20220101002855100000005000 0000000130002294   
0601LUA0N       20220101002860100000005000 0000000130002296   
0601LUA0N       20220101002865100000005000 0000000130002296   
0601LUA0N       20220101002870100000005000 0000000130002297   
0601LUA0N       20220101002875100000005000 0000000130002299   
0601LUA0N       20220101002880100000005000 0000000130002300   
0601LUA0N       20220101002885100000005000 0000000130002301   
0601LUA0N       20220101002890100000005000 0000000130002303   
0601LUA0N       20220101002895100000005000 0000000130002304   
0601LUA0N       20220101002900100000005000 0000000130002305   
0601LUA0N       20220101002905100000005000 0000000130002306   
0601LUA0N       20220101002910100000005000 0000000130002307   
0601LUA0N       20220101002915100000005000 0000000130002308   
0601LUA0N       20220101002920100000005000 0000000130002309   
0601LUA0N       20220101002925100000005000 0000000130002311   
0601LUA0N       20220101002930100000005000 0000000130002312   
0601LUA0N       20220101002935100000005000 0000000130002313   
0601LUA0N       20220101002940100000005000 0000000130002314   
0601LUA0N       20220101002945100000005000 0000000130002315   
0601LUA0N       20220101002950100000005000 0000000130002316   
0601LUA0N       20220101002955100000005000 0000000130002318   
0601LUA0N       20220101002960100000005000 0000000130002319   
0601LUA0N       20220101002965100000005000 0000000130002319   
0601LUA0N       20220101002970100000005000 0000000130002321   
0601LUA0N       20220101002975100000005000 0000000130002322   
0601LUA0N       20220101002980100000005000 0000000130002323   
0601LUA0N       20220101002985100000005000 0000000130002325   
0601LUA0N       20220101002990100000005000 0000000130002325   
0601LUA0N       20220101002995100000005000 0000000130002326   
0601LUA0N       20220101003000100000005000 0000000130002328   
0601LUA0N       20220101003005100000005000 0000000130002329   
0601LUA0N       20220101003010100000005000 0000000130002330   
0601LUA0N       20220101003015100000005000 0000000130002331   
0601LUA0N       20220101003020100000005000 0000000130002332   
0601LUA0N       20220101003025100000005000 0000000130002333   
0601LUA0N       20220101003030100000005000 0000000130002335   
0601LUA0N       20220101003035100000005000 0000000130002335   
0601LUA0N       20220101003040100000005000 0000000130002336   
0601LUA0N       20220101003045100000005000 0000000130002338   
0601LUA0N       20220101003050100000005000 0000000130002339   
0601LUA0N       20220101003055100000005000 0000000130002339   
0601LUA0N       20220101003060100000005000 0000000130002341   
0601LUA0N       20220101003065100000005000 0000000130002342   
0601LUA0N       20220101003070100000005000 0000000130002343   
0601LUA0N       20220101003075100000005000 0000000130002343   
0601LUA0N       20220101003080100000005000 0000000130002345   
0601LUA0N       20220101003085100000005000 0000000130002346   
0601LUA0N       20220101003090100000005000 0000000130002347   
0601LUA0N       20220101003095100000005000 0000000130002348   
0601LUA0N       20220101003100100000005000 0000000130002349   
0601LUA0N       20220101003105100000005000 0000000130002350   
0601LUA0N       20220101003110100000005000 0000000130002351   
0601LUA0N       20220101003115100000005000 0000000130002352   
0601LUA0N       20220101003120100000005000 0000000130002353   
0601LUA0N       20220101003125100000005000 0000000130002355   
0601LUA0N       20220101003130100000005000 0000000130002355   
0601LUA0N       20220101003135100000005000 0000000130002356   
0601LUA0N       20220101003140100000005000 0000000130002358   
0601LUA0N       20220101003145100000005000 0000000130002358   
0601LUA0N       20220101003150100000005000 0000000130002359   
0601LUA0N       20220101003155100000005000 0000000130002361   
0601LUA0N       20220101003160100000005000 0000000130002361   
0601LUA0N       20220101003165100000005000 0000000130002362   
0601LUA0N       20220101003170100000005000 0000000130002364   
0601LUA0N       20220101003175100000005000 0000000130002364   
0601LUA0N       20220101003180100000005000 0000000130002365   
0601LUA0N       20220101003185100000005000 0000000130002367   
0601LUA0N       20220101003190100000005000 0000000130002367   
0601LUA0N       20220101003195100000005000 0000000130002368   
0601LUA0N       20220101003200100000005000 0000000130002370   
0601LUA0N       20220101003205100000005000 0000000130002370   
0601LUA0N       20220101003210100000005000 0000000130002371   
0601LUA0N       20220101003215100000005000 0000000130002372   
0601LUA0N       20220101003220100000005000 0000000130002373   
0601LUA0N       20220101003225100000005000 0000000130002374   
0601LUA0N       20220101003230100000005000 0000000130002375   
0601LUA0N       20220101003235100000005000 0000000130002376   
0601LUA0N       20220101003240100000005000 0000000130002377   
0601LUA0N       20220101003245100000005000 0000000130002378   
0601LUA0N       20220101003250100000005000 0000000130002379   
0601LUA0N       20220101003255100000005000 0000000130002380   
0601LUA0N       20220101003260100000005000 0000000130002380   
0601LUA0N       20220101003265100000005000 0000000130002382   
0601LUA0N       20220101003270100000005000 0000000130002383   
0601LUA0N       20220101003275100000005000 0000000130002383   
0601LUA0N       20220101003280100000005000 0000000130002385   
0601LUA0N       20220101003285100000005000 0000000130002385   
0601LUA0N       20220101003290100000005000 0000000130002386   
0601LUA0N       20220101003295100000005000 0000000130002387   
0601LUA0N       20220101003300100000005000 0000000130002388   
0601LUA0N       20220101003305100000005000 0000000130002389   
0601LUA0N       20220101003310100000005000 0000000130002390   
0601LUA0N       20220101003315100000005000 0000000130002391   
0601LUA0N       20220101003320100000005000 0000000130002392   
0601LUA0N       20220101003325100000005000 0000000130002393   
0601LUA0N       20220101003330100000005000 0000000130002394   
0601LUA0N       20220101003335100000005000 0000000130002394   
0601LUA0N       20220101003340100000005000 0000000130002396   
0601LUA0N       20220101003345100000005000 0000000130002396   
0601LUA0N       20220101003350100000005000 0000000130002397   
0601LUA0N       20220101003355100000005000 0000000130002398   
0601LUA0N       20220101003360100000005000 0000000130002399   
0601LUA0N       20220101003365100000005000 0000000130002400   
0601LUA0N       20220101003370100000005000 0000000130002400   
0601LUA0N       20220101003375100000005000 0000000130002401   
0601LUA0N       20220101003380100000005000 0000000130002402   
0601LUA0N       20220101003385100000005000 0000000130002403   
0601LUA0N       20220101003390100000005000 0000000130002404   
0601LUA0N       20220101003395100000005000 0000000130002405   
0601LUA0N       20220101003400100000005000 0000000130002406   
0601LUA0N       20220101003405100000005000 0000000130002407   
0601LUA0N       20220101003410100000005000 0000000130002407   
0601LUA0N       20220101003415100000005000 0000000130002408   
0601LUA0N       20220101003420100000005000 0000000130002409   
0601LUA0N       20220101003425100000005000 0000000130002410   
0601LUA0N       20220101003430100000005000 0000000130002410   
0601LUA0N       20220101003435100000005000 0000000130002412   
0601LUA0N       20220101003440100000005000 0000000130002412   
0601LUA0N       20220101003445100000005000 0000000130002413   
0601LUA0N       20220101003450100000005000 0000000130002414   
0601LUA0N       20220101003455100000005000 0000000130002415   
0601LUA0N       20220101003460100000005000 0000000130002416   
0601LUA0N       20220101003465100000005000 0000000130002417   
0601LUA0N       20220101003470100000005000 0000000130002418   
0601LUA0N       20220101003475100000005000 0000000130002418   
0601LUA0N       20220101003480100000005000 0000000130002420   
0601LUA0N       20220101003485100000005000 0000000130002420   
0601LUA0N       20220101003490100000005000 0000000130002421   
0601LUA0N       20220101003495100000005000 0000000130002422   
0601LUA0N       20220101003500100000005000 0000000130002423   
0601LUA0N       20220101003505100000005000 0000000130002423   
0601LUA0N       20220101003510100000005000 0000000130002424   
0601LUA0N       20220101003515100000005000 0000000130002425   
0601LUA0N       20220101003520100000005000 0000000130002426   
0601LUA0N       20220101003525100000005000 0000000130002426   
0601LUA0N       20220101003530100000005000 0000000130002427   
0601LUA0N       20220101003535100000005000 0000000130002428   
0601LUA0N       20220101003540100000005000 0000000130002429   
0601LUA0N       20220101003545100000005000 0000000130002430   
0601LUA0N       20220101003550100000005000 0000000130002430   
0601LUA0N       20220101003555100000005000 0000000130002431   
0601LUA0N       20220101003560100000005000 0000000130002432   
0601LUA0N       20220101003565100000005000 0000000130002433   
0601LUA0N       20220101003570100000005000 0000000130002433   
0601LUA0N       20220101003575100000005000 0000000130002435   
0601LUA0N       20220101003580100000005000 0000000130002435   
0601LUA0N       20220101003585100000005000 0000000130002436   
0601LUA0N       20220101003590100000005000 0000000130002437   
0601LUA0N       20220101003595100000005000 0000000130002438   
0601LUA0N       20220101003600100000005000 0000000130002438   
0601LUA0N       20220101003605100000005000 0000000130002439   
0601LUA0N       20220101003610100000005000 0000000130002440   
0601LUA0N       20220101003615100000005000 0000000130002440   
0601LUA0N       20220101003620100000005000 0000000130002442   
