00SG               20211210                                                                                   
0601SGC2Y       20220101000660100000005000 0200000050000827   
0601SGC2Y       20220101000665100000005000 0200000050000831   
0601SGC2Y       20220101000670100000005000 0200000050000838   
0601SGC2Y       20220101000675100000005000 0200000050000845   
0601SGC2Y       20220101000680100000005000 0200000050000848   
0601SGC2Y       20220101000685100000005000 0200000050000855   
0601SGC2Y       20220101000690100000005000 0200000050000859   
0601SGC2Y       20220101000695100000005000 0200000050000865   
0601SGC2Y       20220101000700100000005000 0200000050000872   
0601SGC2Y       20220101000705100000005000 0200000050000875   
0601SGC2Y       20220101000710100000005000 0200000050000882   
0601SGC2Y       20220101000715100000005000 0200000050000888   
0601SGC2Y       20220101000720100000005000 0200000050000892   
0601SGC2Y       20220101000725100000005000 0200000050000898   
0601SGC2Y       20220101000730100000005000 0200000050000901   
0601SGC2Y       20220101000735100000005000 0200000050000908   
0601SGC2Y       20220101000740100000005000 0200000050000914   
0601SGC2Y       20220101000745100000005000 0200000050000918   
0601SGC2Y       20220101000750100000005000 0200000050000924   
0601SGC2Y       20220101000755100000005000 0200000050000927   
0601SGC2Y       20220101000760100000005000 0200000050000934   
0601SGC2Y       20220101000765100000005000 0200000050000940   
0601SGC2Y       20220101000770100000005000 0200000050000943   
0601SGC2Y       20220101000775100000005000 0200000050000950   
0601SGC2Y       20220101000780100000005000 0200000050000956   
0601SGC2Y       20220101000785100000005000 0200000050000959   
0601SGC2Y       20220101000790100000005000 0200000050000965   
0601SGC2Y       20220101000795100000005000 0200000050000968   
0601SGC2Y       20220101000800100000005000 0200000050000974   
0601SGC2Y       20220101000805100000005000 0200000050000980   
0601SGC2Y       20220101000810100000005000 0200000050000983   
0601SGC2Y       20220101000815100000005000 0200000050000989   
0601SGC2Y       20220101000820100000005000 0200000050000992   
0601SGC2Y       20220101000825100000005000 0200000050000997   
0601SGC2Y       20220101000830100000005000 0200000050001002   
0601SGC2Y       20220101000835100000005000 0200000050001005   
0601SGC2Y       20220101000840100000005000 0200000050001010   
0601SGC2Y       20220101000845100000005000 0200000050001013   
0601SGC2Y       20220101000850100000005000 0200000050001018   
0601SGC2Y       20220101000855100000005000 0200000050001023   
0601SGC2Y       20220101000860100000005000 0200000050001025   
0601SGC2Y       20220101000865100000005000 0200000050001030   
0601SGC2Y       20220101000870100000005000 0200000050001035   
0601SGC2Y       20220101000875100000005000 0200000050001038   
0601SGC2Y       20220101000880100000005000 0200000050001043   
0601SGC2Y       20220101000885100000005000 0200000050001046   
0601SGC2Y       20220101000890100000005000 0200000050001051   
0601SGC2Y       20220101000895100000005000 0200000050001056   
0601SGC2Y       20220101000900100000005000 0200000050001059   
0601SGC2Y       20220101000905100000005000 0200000050001065   
0601SGC2Y       20220101000910100000005000 0200000050001068   
0601SGC2Y       20220101000915100000005000 0200000050001074   
0601SGC2Y       20220101000920100000005000 0200000050001080   
0601SGC2Y       20220101000925100000005000 0200000050001083   
0601SGC2Y       20220101000930100000005000 0200000050001089   
0601SGC2Y       20220101000935100000005000 0200000050001095   
0601SGC2Y       20220101000940100000005000 0200000050001098   
0601SGC2Y       20220101000945100000005000 0200000050001103   
0601SGC2Y       20220101000950100000005000 0200000050001107   
0601SGC2Y       20220101000955100000005000 0200000050001113   
0601SGC2Y       20220101000960100000005000 0200000050001118   
0601SGC2Y       20220101000965100000005000 0200000050001121   
0601SGC2Y       20220101000970100000005000 0200000050001127   
0601SGC2Y       20220101000975100000005000 0200000050001130   
0601SGC2Y       20220101000980100000005000 0200000050001135   
0601SGC2Y       20220101000985100000005000 0200000050001141   
0601SGC2Y       20220101000990100000005000 0200000050001144   
0601SGC2Y       20220101000995100000005000 0200000050001150   
0601SGC2Y       20220101001000100000005000 0200000050001153   
0601SGC2Y       20220101001005100000005000 0200000050001158   
0601SGC2Y       20220101001010100000005000 0200000050001164   
0601SGC2Y       20220101001015100000005000 0200000050001167   
0601SGC2Y       20220101001020100000005000 0200000050001173   
0601SGC2Y       20220101001025100000005000 0200000050001178   
0601SGC2Y       20220101001030100000005000 0200000050001181   
0601SGC2Y       20220101001035100000005000 0200000050001186   
0601SGC2Y       20220101001040100000005000 0200000050001189   
0601SGC2Y       20220101001045100000005000 0200000050001195   
0601SGC2Y       20220101001050100000005000 0200000050001200   
0601SGC2Y       20220101001055100000005000 0200000050001203   
0601SGC2Y       20220101001060100000005000 0200000050001208   
0601SGC2Y       20220101001065100000005000 0200000050001211   
0601SGC2Y       20220101001070100000005000 0200000050001217   
0601SGC2Y       20220101001075100000005000 0200000050001222   
0601SGC2Y       20220101001080100000005000 0200000050001225   
0601SGC2Y       20220101001085100000005000 0200000050001230   
0601SGC2Y       20220101001090100000005000 0200000050001235   
0601SGC2Y       20220101001095100000005000 0200000050001238   
0601SGC2Y       20220101001100100000005000 0200000050001244   
0601SGC2Y       20220101001105100000005000 0200000050001247   
0601SGC2Y       20220101001110100000005000 0200000050001252   
0601SGC2Y       20220101001115100000005000 0200000050001257   
0601SGC2Y       20220101001120100000005000 0200000050001260   
0601SGC2Y       20220101001125100000005000 0200000050001266   
0601SGC2Y       20220101001130100000005000 0200000050001268   
0601SGC2Y       20220101001135100000005000 0200000050001273   
0601SGC2Y       20220101001140100000005000 0200000050001279   
0601SGC2Y       20220101001145100000005000 0200000050001282   
0601SGC2Y       20220101001150100000005000 0200000050001287   
0601SGC2Y       20220101001155100000005000 0200000050001290   
0601SGC2Y       20220101001160100000005000 0200000050001295   
0601SGC2Y       20220101001165100000005000 0200000050001300   
0601SGC2Y       20220101001170100000005000 0200000050001304   
0601SGC2Y       20220101001175100000005000 0200000050001309   
0601SGC2Y       20220101001180100000005000 0200000050001314   
0601SGC2Y       20220101001185100000005000 0200000050001317   
0601SGC2Y       20220101001190100000005000 0200000050001322   
0601SGC2Y       20220101001195100000005000 0200000050001325   
0601SGC2Y       20220101001200100000005000 0200000050001330   
0601SGC2Y       20220101001205100000005000 0200000050001335   
0601SGC2Y       20220101001210100000005000 0200000050001339   
0601SGC2Y       20220101001215100000005000 0200000050001344   
0601SGC2Y       20220101001220100000005000 0200000050001347   
0601SGC2Y       20220101001225100000005000 0200000050001352   
0601SGC2Y       20220101001230100000005000 0200000050001357   
0601SGC2Y       20220101001235100000005000 0200000050001361   
0601SGC2Y       20220101001240100000005000 0200000050001366   
0601SGC2Y       20220101001245100000005000 0200000050001371   
0601SGC2Y       20220101001250100000005000 0200000050001375   
0601SGC2Y       20220101001255100000005000 0200000050001380   
0601SGC2Y       20220101001260100000005000 0200000050001385   
0601SGC2Y       20220101001265100000005000 0200000050001389   
0601SGC2Y       20220101001270100000005000 0200000050001394   
0601SGC2Y       20220101001275100000005000 0200000050001400   
0601SGC2Y       20220101001280100000005000 0200000050001404   
0601SGC2Y       20220101001285100000005000 0200000050001409   
0601SGC2Y       20220101001290100000005000 0200000050001415   
0601SGC2Y       20220101001295100000005000 0200000050001419   
0601SGC2Y       20220101001300100000005000 0200000050001424   
0601SGC2Y       20220101001305100000005000 0200000050001430   
0601SGC2Y       20220101001310100000005000 0200000050001434   
0601SGC2Y       20220101001315100000005000 0200000050001439   
0601SGC2Y       20220101001320100000005000 0200000050001444   
0601SGC2Y       20220101001325100000005000 0200000050001448   
0601SGC2Y       20220101001330100000005000 0200000050001454   
0601SGC2Y       20220101001335100000005000 0200000050001459   
0601SGC2Y       20220101001340100000005000 0200000050001462   
0601SGC2Y       20220101001345100000005000 0200000050001468   
0601SGC2Y       20220101001350100000005000 0200000050001473   
0601SGC2Y       20220101001355100000005000 0200000050001476   
0601SGC2Y       20220101001360100000005000 0200000050001482   
0601SGC2Y       20220101001365100000005000 0200000050001487   
0601SGC2Y       20220101001370100000005000 0200000050001490   
0601SGC2Y       20220101001375100000005000 0200000050001496   
0601SGC2Y       20220101001380100000005000 0200000050001499   
0601SGC2Y       20220101001385100000005000 0200000050001504   
0601SGC2Y       20220101001390100000005000 0200000050001509   
0601SGC2Y       20220101001395100000005000 0200000050001512   
0601SGC2Y       20220101001400100000005000 0200000050001517   
0601SGC2Y       20220101001405100000005000 0200000050001523   
0601SGC2Y       20220101001410100000005000 0200000050001525   
0601SGC2Y       20220101001415100000005000 0200000050001530   
0601SGC2Y       20220101001420100000005000 0200000050001536   
0601SGC2Y       20220101001425100000005000 0200000050001539   
0601SGC2Y       20220101001430100000005000 0200000050001543   
0601SGC2Y       20220101001435100000005000 0200000050001549   
0601SGC2Y       20220101001440100000005000 0200000050001551   
0601SGC2Y       20220101001445100000005000 0200000050001556   
0601SGC2Y       20220101001450100000005000 0200000050001561   
0601SGC2Y       20220101001455100000005000 0200000050001564   
0601SGC2Y       20220101001460100000005000 0200000050001569   
0601SGC2Y       20220101001465100000005000 0200000050001574   
0601SGC2Y       20220101001470100000005000 0200000050001577   
0601SGC2Y       20220101001475100000005000 0200000050001581   
0601SGC2Y       20220101001480100000005000 0200000050001586   
0601SGC2Y       20220101001485100000005000 0200000050001589   
0601SGC2Y       20220101001490100000005000 0200000050001594   
0601SGC2Y       20220101001495100000005000 0200000050001598   
0601SGC2Y       20220101001500100000005000 0200000050001601   
0601SGC2Y       20220101001505100000005000 0200000050001606   
0601SGC2Y       20220101001510100000005000 0200000050001610   
0601SGC2Y       20220101001515100000005000 0200000050001613   
0601SGC2Y       20220101001520100000005000 0200000050001618   
0601SGC2Y       20220101001525100000005000 0200000050001622   
0601SGC2Y       20220101001530100000005000 0200000050001625   
0601SGC2Y       20220101001535100000005000 0200000050001629   
0601SGC2Y       20220101001540100000005000 0200000050001634   
0601SGC2Y       20220101001545100000005000 0200000050001637   
0601SGC2Y       20220101001550100000005000 0200000050001641   
0601SGC2Y       20220101001555100000005000 0200000050001645   
0601SGC2Y       20220101001560100000005000 0200000050001648   
0601SGC2Y       20220101001565100000005000 0200000050001652   
0601SGC2Y       20220101001570100000005000 0200000050001656   
0601SGC2Y       20220101001575100000005000 0200000050001659   
0601SGC2Y       20220101001580100000005000 0200000050001663   
0601SGC2Y       20220101001585100000005000 0200000050001668   
