00BL               20211111                                                                                   
0601BLA0N       20220101002790100000005000 0000000000002863   
0601BLA0N       20220101002795100000005000 0000000000002864   
0601BLA0N       20220101002800100000005000 0000000000002866   
0601BLA0N       20220101002805100000005000 0000000000002868   
0601BLA0N       20220101002810100000005000 0000000000002869   
0601BLA0N       20220101002815100000005000 0000000000002871   
0601BLA0N       20220101002820100000005000 0000000000002872   
0601BLA0N       20220101002825100000005000 0000000000002874   
0601BLA0N       20220101002830100000005000 0000000000002876   
0601BLA0N       20220101002835100000005000 0000000000002877   
0601BLA0N       20220101002840100000005000 0000000000002878   
0601BLA0N       20220101002845100000005000 0000000000002880   
0601BLA0N       20220101002850100000005000 0000000000002881   
0601BLA0N       20220101002855100000005000 0000000000002883   
0601BLA0N       20220101002860100000005000 0000000000002885   
0601BLA0N       20220101002865100000005000 0000000000002886   
0601BLA0N       20220101002870100000005000 0000000000002887   
0601BLA0N       20220101002875100000005000 0000000000002889   
0601BLA0N       20220101002880100000005000 0000000000002891   
0601BLA0N       20220101002885100000005000 0000000000002892   
0601BLA0N       20220101002890100000005000 0000000000002894   
0601BLA0N       20220101002895100000005000 0000000000002895   
0601BLA0N       20220101002900100000005000 0000000000002896   
0601BLA0N       20220101002905100000005000 0000000000002898   
0601BLA0N       20220101002910100000005000 0000000000002899   
0601BLA0N       20220101002915100000005000 0000000000002901   
0601BLA0N       20220101002920100000005000 0000000000002902   
0601BLA0N       20220101002925100000005000 0000000000002904   
0601BLA0N       20220101002930100000005000 0000000000002905   
0601BLA0N       20220101002935100000005000 0000000000002906   
0601BLA0N       20220101002940100000005000 0000000000002908   
0601BLA0N       20220101002945100000005000 0000000000002909   
0601BLA0N       20220101002950100000005000 0000000000002911   
0601BLA0N       20220101002955100000005000 0000000000002912   
0601BLA0N       20220101002960100000005000 0000000000002914   
0601BLA0N       20220101002965100000005000 0000000000002915   
0601BLA0N       20220101002970100000005000 0000000000002916   
0601BLA0N       20220101002975100000005000 0000000000002918   
0601BLA0N       20220101002980100000005000 0000000000002919   
0601BLA0N       20220101002985100000005000 0000000000002921   
0601BLA0N       20220101002990100000005000 0000000000002922   
0601BLA0N       20220101002995100000005000 0000000000002923   
0601BLA0N       20220101003000100000500000 0000000000002988   
0601BLA0N       20220101003500100000500000 0000000000003093   
0601BLA0N       20220101004000100000500000 0000000000003176   
0601BLA0N       20220101004500100000500000 0000000000003243   
0601BLA0N       20220101005000100000500000 0000000000003299   
0601BLA0N       20220101005500100000500000 0000000000003346   
0601BLA0N       20220101006000100000500000 0000000000003387   
0601BLA0N       20220101006500100000500000 0000000000003423   
0601BLA0N       20220101007000100000500000 0000000000003453   
0601BLA0N       20220101007500100000500000 0000000000003472   
0601BLA0N       20220101008000100000500000 0000000000003488   
0601BLA0N       20220101008500100000500000 0000000000003504   
0601BLA0N       20220101009000100000500000 0000000000003518   
0601BLA0N       20220101009500100000500000 0000000000003531   
0601BLA0N       20220101010000100005000000 0000000000003626   
0601BLA0N       20220101015000100005000000 0000000000003634   
0601BLA0N       20220101020000100005000000 0000000000003639   
0601BLA0N       20220101025000100005000000 0000000000003642   
0601BLA0N       20220101030000100005000000 0000000000003644   
0601BLA0N       20220101035000100005000000 0000000000003646   
0601BLA0N       20220101040000100005000000 0000000000003647   
0601BLA0N       20220101045000100005000000 0000000000003648   
0601BLA0N       20220101050000100005000000 0000000000003649   
0601BLA0N       20220101055000100005000000 0000000000003649   
0601BLA0N       20220101060000100005000000 0000000000003650   
0601BLA0N       20220101065000100005000000 0000000000003650   
0601BLA0N       20220101070000100005000000 0000000000003651   
0601BLA0N       20220101075000100005000000 0000000000003651   
0601BLA0N       20220101080000100005000000 0000000000003651   
0601BLA0N       20220101085000100005000000 0000000000003651   
0601BLA0N       20220101090000100005000000 0000000000003652   
0601BLA0N       20220101095000100005000000 0000000000003652   
0601BLA1N       20220101000000100000120000 0100000000000000   
0601BLA1N       20220101000120100000005000 0100000000000008   
0601BLA1N       20220101000125100000005000 0100000000000008   
0601BLA1N       20220101000130100000005000 0100000000000008   
0601BLA1N       20220101000135100000005000 0100000000000007   
0601BLA1N       20220101000140100000005000 0100000000000007   
0601BLA1N       20220101000145100000005000 0100000000000007   
0601BLA1N       20220101000150100000005000 0100000000000007   
0601BLA1N       20220101000155100000005000 0100000000000006   
0601BLA1N       20220101000160100000005000 0100000000000012   
0601BLA1N       20220101000165100000005000 0100000000000012   
0601BLA1N       20220101000170100000005000 0100000000000012   
0601BLA1N       20220101000175100000005000 0100000000000011   
0601BLA1N       20220101000180100000005000 0100000000000011   
0601BLA1N       20220101000185100000005000 0100000000000011   
0601BLA1N       20220101000190100000005000 0100000000000010   
0601BLA1N       20220101000195100000005000 0100000000000015   
0601BLA1N       20220101000200100000005000 0100000000000015   
0601BLA1N       20220101000205100000005000 0100000000000014   
0601BLA1N       20220101000210100000005000 0100000000000014   
0601BLA1N       20220101000215100000005000 0100000000000014   
0601BLA1N       20220101000220100000005000 0100000000000013   
0601BLA1N       20220101000225100000005000 0100000000000013   
0601BLA1N       20220101000230100000005000 0100000000000013   
0601BLA1N       20220101000235100000005000 0100000000000017   
0601BLA1N       20220101000240100000005000 0100000000000016   
0601BLA1N       20220101000245100000005000 0100000000000016   
0601BLA1N       20220101000250100000005000 0100000000000016   
0601BLA1N       20220101000255100000005000 0100000000000016   
0601BLA1N       20220101000260100000005000 0100000000000015   
0601BLA1N       20220101000265100000005000 0100000000000015   
0601BLA1N       20220101000270100000005000 0100000000000015   
0601BLA1N       20220101000275100000005000 0100000000000018   
0601BLA1N       20220101000280100000005000 0100000000000018   
0601BLA1N       20220101000285100000005000 0100000000000017   
0601BLA1N       20220101000290100000005000 0100000000000017   
0601BLA1N       20220101000295100000005000 0100000000000024   
0601BLA1N       20220101000300100000005000 0100000000000023   
0601BLA1N       20220101000305100000005000 0100000000000026   
0601BLA1N       20220101000310100000005000 0100000000000026   
0601BLA1N       20220101000315100000005000 0100000000000025   
0601BLA1N       20220101000320100000005000 0100000000000028   
0601BLA1N       20220101000325100000005000 0100000000000027   
0601BLA1N       20220101000330100000005000 0100000000000045   
0601BLA1N       20220101000335100000005000 0100000000000062   
0601BLA1N       20220101000340100000005000 0100000000000082   
0601BLA1N       20220101000345100000005000 0100000000000101   
0601BLA1N       20220101000350100000005000 0100000000000119   
0601BLA1N       20220101000355100000005000 0100000000000137   
0601BLA1N       20220101000360100000005000 0100000000000154   
0601BLA1N       20220101000365100000005000 0100000000000174   
0601BLA1N       20220101000370100000005000 0100000000000191   
0601BLA1N       20220101000375100000005000 0100000000000207   
0601BLA1N       20220101000380100000005000 0100000000000225   
0601BLA1N       20220101000385100000005000 0100000000000243   
0601BLA1N       20220101000390100000005000 0100000000000260   
0601BLA1N       20220101000395100000005000 0100000000000277   
0601BLA1N       20220101000400100000005000 0100000000000293   
0601BLA1N       20220101000405100000005000 0100000000000309   
0601BLA1N       20220101000410100000005000 0100000000000325   
0601BLA1N       20220101000415100000005000 0100000000000340   
0601BLA1N       20220101000420100000005000 0100000000000357   
0601BLA1N       20220101000425100000005000 0100000000000372   
0601BLA1N       20220101000430100000005000 0100000000000388   
0601BLA1N       20220101000435100000005000 0100000000000405   
0601BLA1N       20220101000440100000005000 0100000000000418   
0601BLA1N       20220101000445100000005000 0100000000000434   
0601BLA1N       20220101000450100000005000 0100000000000449   
0601BLA1N       20220101000455100000005000 0100000000000463   
0601BLA1N       20220101000460100000005000 0100000000000480   
0601BLA1N       20220101000465100000005000 0100000000000494   
0601BLA1N       20220101000470100000005000 0100000000000508   
0601BLA1N       20220101000475100000005000 0100000000000524   
0601BLA1N       20220101000480100000005000 0100000000000537   
0601BLA1N       20220101000485100000005000 0100000000000552   
0601BLA1N       20220101000490100000005000 0100000000000564   
0601BLA1N       20220101000495100000005000 0100000000000579   
0601BLA1N       20220101000500100000005000 0100000000000591   
0601BLA1N       20220101000505100000005000 0100000000000605   
0601BLA1N       20220101000510100000005000 0100000000000619   
0601BLA1N       20220101000515100000005000 0100000000000632   
0601BLA1N       20220101000520100000005000 0100000000000645   
0601BLA1N       20220101000525100000005000 0100000000000656   
0601BLA1N       20220101000530100000005000 0100000000000669   
0601BLA1N       20220101000535100000005000 0100000000000681   
0601BLA1N       20220101000540100000005000 0100000000000695   
0601BLA1N       20220101000545100000005000 0100000000000709   
0601BLA1N       20220101000550100000005000 0100000000000720   
0601BLA1N       20220101000555100000005000 0100000000000734   
0601BLA1N       20220101000560100000005000 0100000000000747   
0601BLA1N       20220101000565100000005000 0100000000000759   
0601BLA1N       20220101000570100000005000 0100000000000772   
0601BLA1N       20220101000575100000005000 0100000000000784   
