00VD               20220112                                                                                   
0601VDA1N       20220101000385100000005000 0100000000000263   
0601VDA1N       20220101000390100000005000 0100000000000279   
0601VDA1N       20220101000395100000005000 0100000000000293   
0601VDA1N       20220101000400100000005000 0100000000000312   
0601VDA1N       20220101000405100000005000 0100000000000329   
0601VDA1N       20220101000410100000005000 0100000000000351   
0601VDA1N       20220101000415100000005000 0100000000000368   
0601VDA1N       20220101000420100000005000 0100000000000385   
0601VDA1N       20220101000425100000005000 0100000000000401   
0601VDA1N       20220101000430100000005000 0100000000000425   
0601VDA1N       20220101000435100000005000 0100000000000442   
0601VDA1N       20220101000440100000005000 0100000000000462   
0601VDA1N       20220101000445100000005000 0100000000000479   
0601VDA1N       20220101000450100000005000 0100000000000498   
0601VDA1N       20220101000455100000005000 0100000000000519   
0601VDA1N       20220101000460100000005000 0100000000000535   
0601VDA1N       20220101000465100000005000 0100000000000552   
0601VDA1N       20220101000470100000005000 0100000000000568   
0601VDA1N       20220101000475100000005000 0100000000000587   
0601VDA1N       20220101000480100000005000 0100000000000604   
0601VDA1N       20220101000485100000005000 0100000000000617   
0601VDA1N       20220101000490100000005000 0100000000000634   
0601VDA1N       20220101000495100000005000 0100000000000647   
0601VDA1N       20220101000500100000005000 0100000000000665   
0601VDA1N       20220101000505100000005000 0100000000000682   
0601VDA1N       20220101000510100000005000 0100000000000697   
0601VDA1N       20220101000515100000005000 0100000000000714   
0601VDA1N       20220101000520100000005000 0100000000000735   
0601VDA1N       20220101000525100000005000 0100000000000749   
0601VDA1N       20220101000530100000005000 0100000000000764   
0601VDA1N       20220101000535100000005000 0100000000000779   
0601VDA1N       20220101000540100000005000 0100000000000798   
0601VDA1N       20220101000545100000005000 0100000000000815   
0601VDA1N       20220101000550100000005000 0100000000000830   
0601VDA1N       20220101000555100000005000 0100000000000846   
0601VDA1N       20220101000560100000005000 0100000000000859   
0601VDA1N       20220101000565100000005000 0100000000000875   
0601VDA1N       20220101000570100000005000 0100000000000888   
0601VDA1N       20220101000575100000005000 0100000000000903   
0601VDA1N       20220101000580100000005000 0100000000000915   
0601VDA1N       20220101000585100000005000 0100000000000930   
0601VDA1N       20220101000590100000005000 0100000000000942   
0601VDA1N       20220101000595100000005000 0100000000000957   
0601VDA1N       20220101000600100000005000 0100000000000973   
0601VDA1N       20220101000605100000005000 0100000000000985   
0601VDA1N       20220101000610100000005000 0100000000000998   
0601VDA1N       20220101000615100000005000 0100000000001009   
0601VDA1N       20220101000620100000005000 0100000000001023   
0601VDA1N       20220101000625100000005000 0100000000001033   
0601VDA1N       20220101000630100000005000 0100000000001046   
0601VDA1N       20220101000635100000005000 0100000000001056   
0601VDA1N       20220101000640100000005000 0100000000001069   
0601VDA1N       20220101000645100000005000 0100000000001079   
0601VDA1N       20220101000650100000005000 0100000000001090   
0601VDA1N       20220101000655100000005000 0100000000001100   
0601VDA1N       20220101000660100000005000 0100000000001105   
0601VDA1N       20220101000665100000005000 0100000000001111   
0601VDA1N       20220101000670100000005000 0100000000001118   
0601VDA1N       20220101000675100000005000 0100000000001123   
0601VDA1N       20220101000680100000005000 0100000000001130   
0601VDA1N       20220101000685100000005000 0100000000001135   
0601VDA1N       20220101000690100000005000 0100000000001142   
0601VDA1N       20220101000695100000005000 0100000000001148   
0601VDA1N       20220101000700100000005000 0100000000001153   
0601VDA1N       20220101000705100000005000 0100000000001161   
0601VDA1N       20220101000710100000005000 0100000000001167   
0601VDA1N       20220101000715100000005000 0100000000001173   
0601VDA1N       20220101000720100000005000 0100000000001178   
0601VDA1N       20220101000725100000005000 0100000000001183   
0601VDA1N       20220101000730100000005000 0100000000001189   
0601VDA1N       20220101000735100000005000 0100000000001194   
0601VDA1N       20220101000740100000005000 0100000000001199   
0601VDA1N       20220101000745100000005000 0100000000001204   
0601VDA1N       20220101000750100000005000 0100000000001210   
0601VDA1N       20220101000755100000005000 0100000000001214   
0601VDA1N       20220101000760100000005000 0100000000001220   
0601VDA1N       20220101000765100000005000 0100000000001224   
0601VDA1N       20220101000770100000005000 0100000000001229   
0601VDA1N       20220101000775100000005000 0100000000001234   
0601VDA1N       20220101000780100000005000 0100000000001239   
0601VDA1N       20220101000785100000005000 0100000000001243   
0601VDA1N       20220101000790100000005000 0100000000001247   
0601VDA1N       20220101000795100000005000 0100000000001251   
0601VDA1N       20220101000800100000005000 0100000000001255   
0601VDA1N       20220101000805100000005000 0100000000001260   
0601VDA1N       20220101000810100000005000 0100000000001265   
0601VDA1N       20220101000815100000005000 0100000000001271   
0601VDA1N       20220101000820100000005000 0100000000001275   
0601VDA1N       20220101000825100000005000 0100000000001280   
0601VDA1N       20220101000830100000005000 0100000000001284   
0601VDA1N       20220101000835100000005000 0100000000001288   
0601VDA1N       20220101000840100000005000 0100000000001292   
0601VDA1N       20220101000845100000005000 0100000000001296   
0601VDA1N       20220101000850100000005000 0100000000001301   
0601VDA1N       20220101000855100000005000 0100000000001307   
0601VDA1N       20220101000860100000005000 0100000000001312   
0601VDA1N       20220101000865100000005000 0100000000001317   
0601VDA1N       20220101000870100000005000 0100000000001322   
0601VDA1N       20220101000875100000005000 0100000000001327   
0601VDA1N       20220101000880100000005000 0100000000001332   
0601VDA1N       20220101000885100000005000 0100000000001337   
0601VDA1N       20220101000890100000005000 0100000000001343   
0601VDA1N       20220101000895100000005000 0100000000001347   
0601VDA1N       20220101000900100000005000 0100000000001353   
0601VDA1N       20220101000905100000005000 0100000000001359   
0601VDA1N       20220101000910100000005000 0100000000001364   
0601VDA1N       20220101000915100000005000 0100000000001371   
0601VDA1N       20220101000920100000005000 0100000000001377   
0601VDA1N       20220101000925100000005000 0100000000001384   
0601VDA1N       20220101000930100000005000 0100000000001391   
0601VDA1N       20220101000935100000005000 0100000000001397   
0601VDA1N       20220101000940100000005000 0100000000001402   
0601VDA1N       20220101000945100000005000 0100000000001407   
0601VDA1N       20220101000950100000005000 0100000000001413   
0601VDA1N       20220101000955100000005000 0100000000001418   
0601VDA1N       20220101000960100000005000 0100000000001423   
0601VDA1N       20220101000965100000005000 0100000000001429   
0601VDA1N       20220101000970100000005000 0100000000001434   
0601VDA1N       20220101000975100000005000 0100000000001439   
0601VDA1N       20220101000980100000005000 0100000000001444   
0601VDA1N       20220101000985100000005000 0100000000001449   
0601VDA1N       20220101000990100000005000 0100000000001454   
0601VDA1N       20220101000995100000005000 0100000000001460   
0601VDA1N       20220101001000100000005000 0100000000001465   
0601VDA1N       20220101001005100000005000 0100000000001469   
0601VDA1N       20220101001010100000005000 0100000000001475   
0601VDA1N       20220101001015100000005000 0100000000001479   
0601VDA1N       20220101001020100000005000 0100000000001483   
0601VDA1N       20220101001025100000005000 0100000000001489   
0601VDA1N       20220101001030100000005000 0100000000001493   
0601VDA1N       20220101001035100000005000 0100000000001500   
0601VDA1N       20220101001040100000005000 0100000000001505   
0601VDA1N       20220101001045100000005000 0100000000001509   
0601VDA1N       20220101001050100000005000 0100000000001513   
0601VDA1N       20220101001055100000005000 0100000000001518   
0601VDA1N       20220101001060100000005000 0100000000001522   
0601VDA1N       20220101001065100000005000 0100000000001527   
0601VDA1N       20220101001070100000005000 0100000000001531   
0601VDA1N       20220101001075100000005000 0100000000001535   
0601VDA1N       20220101001080100000005000 0100000000001540   
0601VDA1N       20220101001085100000005000 0100000000001544   
0601VDA1N       20220101001090100000005000 0100000000001548   
0601VDA1N       20220101001095100000005000 0100000000001552   
0601VDA1N       20220101001100100000005000 0100000000001556   
0601VDA1N       20220101001105100000005000 0100000000001560   
0601VDA1N       20220101001110100000005000 0100000000001564   
0601VDA1N       20220101001115100000005000 0100000000001570   
0601VDA1N       20220101001120100000005000 0100000000001574   
0601VDA1N       20220101001125100000005000 0100000000001578   
0601VDA1N       20220101001130100000005000 0100000000001582   
0601VDA1N       20220101001135100000005000 0100000000001586   
0601VDA1N       20220101001140100000005000 0100000000001593   
0601VDA1N       20220101001145100000005000 0100000000001598   
0601VDA1N       20220101001150100000005000 0100000000001602   
0601VDA1N       20220101001155100000005000 0100000000001607   
0601VDA1N       20220101001160100000005000 0100000000001615   
0601VDA1N       20220101001165100000005000 0100000000001620   
0601VDA1N       20220101001170100000005000 0100000000001625   
0601VDA1N       20220101001175100000005000 0100000000001631   
0601VDA1N       20220101001180100000005000 0100000000001636   
0601VDA1N       20220101001185100000005000 0100000000001643   
0601VDA1N       20220101001190100000005000 0100000000001647   
0601VDA1N       20220101001195100000005000 0100000000001652   
0601VDA1N       20220101001200100000005000 0100000000001658   
0601VDA1N       20220101001205100000005000 0100000000001665   
0601VDA1N       20220101001210100000005000 0100000000001670   
0601VDA1N       20220101001215100000005000 0100000000001674   
0601VDA1N       20220101001220100000005000 0100000000001679   
